OID_;ID;x_coord;y_coord;xy_coord;RASTERVALU;b1_ms170_1;b2_ms170_1;b3_ms170_1;b4_ms170_1;b1_ms1707s1_interp;b2_ms1707s1_interp;b3_ms1707s1_interp;b4_ms1707s1_interp,,,,,,
194;194;30,085541662200001;-22,315472217800000;30.085541662222514 -22.31547221777794;385;385;364;390;546;382,7503357;362,2500000;391,4974365;540,18921
195;195;30,085555551100001;-22,315472217800000;30.085555551111405 -22.31547221777794;382;382;362;392;537;390,2467957;371,4961548;407,9923096;548,2455444
196;196;30,085499995599999;-22,315444440000000;30.085499995555846 -22.315444440000164;424;424;409;437;614;423,2503052;407,2509460;435,5006409;612,9766
197;197;30,085513884400001;-22,315444440000000;30.085513884444737 -22.315444440000164;422;422;406;435;610;419,5032043;402,5038452;431,5041504;605,2554321
198;198;30,085527773300001;-22,315444440000000;30.085527773333624 -22.315444440000164;421;421;404;434;607;413,0064087;395,2570496;424,5076904;592,5111694
199;199;30,085541662200001;-22,315444440000000;30.085541662222514 -22.315444440000164;418;418;401;432;598;407,5070496;389,5076904;419,5079956;577,137329
200;200;30,085555551100001;-22,315444440000000;30.085555551111405 -22.315444440000164;415;415;398;429;583;412,5000000;395,0000000;428,4977722;575,7515869
201;201;30,085499995599999;-22,315458328900000;30.085499995555846 -22.31545832888905;424;424;408;435;613;414,2551270;396,2560730;422,0064087;596,86670
202;202;30,085513884400001;-22,315458328900000;30.085513884444737 -22.31545832888905;423;423;406;435;611;409,5089722;391,0099182;418,0112000;589,144043
203;203;30,085527773300001;-22,315458328900000;30.085527773333624 -22.31545832888905;412;412;394;422;593;398,2586365;378,7596130;405,5102539;569,2650146
204;204;30,085541662200001;-22,315458328900000;30.085541662222514 -22.31545832888905;401;401;382;410;572;391,0060730;371,2564087;399,7557678;552,5112305
205;205;30,085555551100001;-22,315458328900000;30.085555551111405 -22.31545832888905;396;396;377;407;555;398,9977722;380,7471313;415,2439270;558,7468262
206;206;30,085499995599999;-22,315472217800000;30.085499995555846 -22.31547221777794;402;402;382;403;574;391,2564087;369,7573547;389,5079956;554,2618408
207;207;30,085513884400001;-22,315472217800000;30.085513884444737 -22.31547221777794;408;408;389;415;586;391,0092773;370,0102539;393,0115356;556,2659912
208;208;30,085527773300001;-22,315472217800000;30.085527773333624 -22.31547221777794;395;395;375;400;566;384,7547913;363,7551270;388,7544861;546,2592773
209;209;30,085541662200001;-22,315472217800000;30.085541662222514 -22.31547221777794;385;385;364;390;546;382,7503357;362,2500000;391,4974365;540,18921
210;210;30,085555551100001;-22,315472217800000;30.085555551111405 -22.31547221777794;382;382;362;392;537;390,2467957;371,4961548;407,9923096;548,2455444
211;211;30,083749995600002;-22,316416662200002;30.083749995555834 -22.31641666222239;362;362;333;360;555;372,9929504;344,2429504;370,4932861;569,4907227
212;212;30,083763884400000;-22,316416662200002;30.08376388444472 -22.31641666222239;381;381;355;386;590;401,2375183;375,9868774;408,2362366;617,2330322
213;213;30,083777773300000;-22,316416662200002;30.083777773333612 -22.31641666222239;420;420;398;437;652;424,2487183;402,7487183;439,0006409;654,5006104
214;214;30,083791662199999;-22,316416662200002;30.0837916622225 -22.31641666222239;433;433;415;455;673;426,2554321;406,5067139;441,2602234;657,118408
215;215;30,083805551099999;-22,316416662200002;30.08380555111139 -22.31641666222239;432;432;415;452;669;420,5064087;401,5076904;434,0102539;646,131226
216;216;30,083819439999999;-22,316416662200002;30.08381944000028 -22.31641666222239;422;422;406;441;651;405,2602539;386,2618408;416,5147095;619,195312
217;217;30,083833328899999;-22,316416662200002;30.083833328889167 -22.31641666222239;397;397;379;410;607;375,2637634;354,7653503;380,2685547;567,5249634
218;218;30,083749995600002;-22,316430551100002;30.083749995555834 -22.31643055111128;365;365;334;355;549;377,4920044;346,4920044;367,2420044;563,9900513
219;219;30,083763884400000;-22,316430551100002;30.08376388444472 -22.31643055111128;384;384;355;381;584;403,9878540;376,2372131;403,2365723;609,9843140
220;220;30,083777773300000;-22,316430551100002;30.083777773333612 -22.31643055111128;420;420;396;429;643;421,7496643;397,0003052;427,2522278;639,5035400
221;221;30,083791662199999;-22,316430551100002;30.0837916622225 -22.31643055111128;424;424;402;435;650;417,0054321;393,0067139;421,2596130;632,128174
222;222;30,083805551099999;-22,316430551100002;30.08380555111139 -22.31643055111128;416;416;394;423;636;408,0060730;384,5070496;410,5092773;616,7637329
223;223;30,083819439999999;-22,316430551100002;30.08381944000028 -22.31643055111128;412;412;391;420;628;393,7615051;371,0124817;395,2653503;592,5220947
224;224;30,083833328899999;-22,316430551100002;30.083833328889167 -22.31643055111128;390;390;369;395;590;367,7624817;344,7634277;366,0159912;549,230103
225;225;30,083749995600002;-22,316444440000001;30.083749995555834 -22.316444440000172;371;371;338;353;543;379,2445679;345,7448730;360,2452087;551,9938965
226;226;30,083763884400000;-22,316444440000001;30.08376388444472 -22.316444440000172;390;390;359;380;580;403,7420044;373,2416687;394,2416687;595,7410278
227;227;30,083777773300000;-22,316444440000001;30.083777773333612 -22.316444440000172;422;422;395;423;633;418,5019226;390,7522278;415,0044861;621,2567139
228;228;30,083791662199999;-22,316444440000001;30.0837916622225 -22.316444440000172;421;421;395;422;632;412,5047913;385,5054321;408,2579956;613,108643
229;229;30,083805551099999;-22,316444440000001;30.08380555111139 -22.316444440000172;407;407;381;405;610;399,2564087;372,5070496;393,0092773;592,2634277
230;230;30,083819439999999;-22,316444440000001;30.08381944000028 -22.316444440000172;397;397;372;394;593;383,0079956;357,0086365;376,0102539;566,2653809
231;231;30,083833328899999;-22,316444440000001;30.083833328889167 -22.316444440000172;376;376;352;372;559;366,2532043;341,2535095;360,0035095;539,2576904
232;232;30,083749995600002;-22,316458328900001;30.083749995555834 -22.31645832888906;368;368;332;340;523;372,2471313;335,2477722;341,2490540;524,7487183
233;233;30,083763884400000;-22,316458328900001;30.08376388444472 -22.31645832888906;388;388;354;368;562;394,7464905;360,7464905;373,2474365;566,4977417
234;234;30,083777773300000;-22,316458328900001;30.083777773333612 -22.31645832888906;415;415;385;406;608;410,2512817;379,2519226;396,2538452;595,54321
235;235;30,083791662199999;-22,316458328900001;30.0837916622225 -22.31645832888906;416;416;388;409;612;410,5022278;380,7532043;398,5047913;598,2564087
236;236;30,083805551099999;-22,316458328900001;30.08380555111139 -22.31645832888906;406;406;378;397;598;396,5070496;367,0079956;383,2599182;578,140991
237;237;30,083819439999999;-22,316458328900001;30.08381944000028 -22.31645832888906;387;387;359;376;568;378,0057678;349,2560730;364,5070496;549,7615356
238;238;30,083833328899999;-22,316458328900001;30.083833328889167 -22.31645832888906;372;372;345;362;545;368,2519226;341,5015869;358,7512817;535,5048218
239;239;30,083749995600002;-22,316472217800001;30.083749995555834 -22.31647221777795;356;356;316;314;487;360,4977722;320,4977722;318,4977722;490,4987183
240;240;30,083763884400000;-22,316472217800001;30.08376388444472 -22.31647221777795;377;377;339;343;527;378,7503052;341,2503052;345,2506409;526,31738
241;241;30,083777773300000;-22,316472217800001;30.083777773333612 -22.31647221777795;399;399;365;376;569;395,5009460;361,0009460;370,7512817;558,2541504
242;242;30,083791662199999;-22,316472217800001;30.0837916622225 -22.31647221777795;411;411;379;394;591;406,2506409;374,0006409;388,2503357;580,2528687
243;243;30,083805551099999;-22,316472217800001;30.08380555111139 -22.31647221777795;409;409;378;394;592;398,5054321;367,0057678;382,0060730;571,5108643
244;244;30,083819439999999;-22,316472217800001;30.08381944000028 -22.31647221777795;384;384;353;366;554;376,0079956;345,2579956;358,7583313;538,147095
245;245;30,083833328899999;-22,316472217800001;30.083833328889167 -22.31647221777795;369;369;340;354;532;353,0163269;324,0166321;337,0185547;504,2771912
246;246;30,083736106700002;-22,316458328900001;30.083736106666944 -22.31645832888906;358;358;322;327;499;355,5006409;317,5019226;318,5041504;490,7538452
247;247;30,083749995600002;-22,316458328900001;30.083749995555834 -22.31645832888906;368;368;332;340;523;372,2471313;335,2477722;341,2490540;524,7487183
248;248;30,083763884400000;-22,316458328900001;30.08376388444472 -22.31645832888906;388;388;354;368;562;394,7464905;360,7464905;373,2474365;566,4977417
249;249;30,083736106700002;-22,316472217800001;30.083736106666944 -22.31647221777795;340;340;300;293;454;342,2480774;300,9987183;293,4990540;454,2490540
250;250;30,083749995600002;-22,316472217800001;30.083749995555834 -22.31647221777795;356;356;316;314;487;360,4977722;320,4977722;318,4977722;490,4987183
251;251;30,083763884400000;-22,316472217800001;30.08376388444472 -22.31647221777795;377;377;339;343;527;378,7503052;341,2503052;345,2506409;526,31738
252;252;30,083736106700002;-22,316486106700001;30.083736106666944 -22.316486106666837;327;327;284;271;419;332,7471313;289,7471313;277,9964905;424,7477722
253;253;30,083749995600002;-22,316486106700001;30.083749995555834 -22.316486106666837;346;346;304;296;457;347,9996643;306,2496643;299,4990540;456,22278
254;254;30,083763884400000;-22,316486106700001;30.08376388444472 -22.316486106666837;363;363;323;321;491;361,0015869;321,2512817;319,7509460;483,2551270
255;255;30,083736106700002;-22,316499995600001;30.083736106666944 -22.316499995555727;322;322;278;263;397;328,2503052;284,7503052;271,5000000;403,7528687
256;256;30,083749995600002;-22,316499995600001;30.083749995555834 -22.316499995555727;336;336;293;282;426;332,2535095;289,2535095;278,7535095;416,2579956
257;257;30,083763884400000;-22,316499995600001;30.08376388444472 -22.316499995555727;347;347;305;299;450;345,9977722;305,2467957;300,4952087;445,4980774
258;258;30,083736106700002;-22,316513884399999;30.083736106666944 -22.316513884444614;334;334;291;278;404;332,0019226;288,5022278;276,0022278;396,5060730
259;259;30,083749995600002;-22,316513884399999;30.083749995555834 -22.316513884444614;321;321;277;263;388;327,2455139;283,9948730;272,4929504;394,4948730
260;260;30,083763884400000;-22,316513884399999;30.08376388444472 -22.316513884444614;325;325;282;271;401;346,4849548;305,9833679;302,2282410;433,2272949
261;261;30,083458328900001;-22,317111106700001;30.083458328889165 -22.317111106666843;419;419;408;444;616;408,0041504;395,7547913;427,7567139;600,7551270
262;262;30,083472217800001;-22,317111106700001;30.083472217778052 -22.317111106666843;416;416;405;441;620;414,2487183;402,7487183;437,2490540;613,7500000
263;263;30,083486106700001;-22,317111106700001;30.083486106666943 -22.317111106666843;415;415;404;441;615;413,0022278;401,7525635;437,7535095;604,86670
264;264;30,083458328900001;-22,317124995600000;30.083458328889165 -22.31712499555573;391;391;377;403;567;391,7480774;376,9984131;401,7487183;570,7451782
265;265;30,083472217800001;-22,317124995600000;30.083472217778052 -22.31712499555573;406;406;393;423;600;410,9952087;398,2448730;428,7442322;605,2438965
